rodada,Polinomial q=9 - MSE,Polinomial q=9 - R2,MQO tradicional - MSE,MQO tradicional - R2,MQO regularizado lambda=0.25 - MSE,MQO regularizado lambda=0.25 - R2,MQO regularizado lambda=0.5 - MSE,MQO regularizado lambda=0.5 - R2,MQO regularizado lambda=0.75 - MSE,MQO regularizado lambda=0.75 - R2,MQO regularizado lambda=1 - MSE,MQO regularizado lambda=1 - R2
11,1.8904307385103215e+22,0.9988291237015637,1.287048297775775e+25,0.2028407515231393,1.2935958168188699e+25,0.1987854139194134,1.300095924623548e+25,0.19475944141974066,1.3065489798653223e+25,0.19076261187122856,1.3129553428825697e+25,0.1867947020910561
12,1.8283996165651269e+22,0.989737212434271,1.6865912837550323e+24,0.053318109533113334,1.662135561460614e+24,0.06704508039879209,1.6382851769996138e+24,0.0804322757835757,1.6150244759765268e+24,0.09348848248298103,1.5923382736149473e+24,0.10622222369582468
13,6.190026413007426e+21,0.9995216704404,7.552501513258217e+24,0.4163862184619672,7.592045118998862e+24,0.4133305165542702,7.631504099597021e+24,0.41028135398977406,7.670873878787684e+24,0.40723908439585943,7.710150114473087e+24,0.40420404330481186
14,7.192009311231159e+21,0.9992867201467358,4.9537466121519e+24,0.5087036871454267,4.975342565495679e+24,0.5065618714489293,4.996993704805176e+24,0.504414582589672,5.018694141378753e+24,0.5022624045897357,5.040438227068592e+24,0.5001058976138629
15,2.61782061589901e+21,0.9986503278443407,1.8044867040432902e+24,0.0696591489450834,1.7800405369199395e+24,0.08226288156090611,1.7562061407893108e+24,0.09455120284964924,1.732967644432326e+24,0.10653229555016663,1.7103096534761643e+24,0.11821409655325366
16,1.6695904602308102e+21,0.9936328382656212,2.4137532808250305e+24,-8.20510621735089,2.376647859214198e+24,-8.063600724689042,2.3402554107503802e+24,-7.924814231355137,2.3045590520120016e+24,-7.788682350615808,2.2695423838032698e+24,-7.655142542384482
17,2.1740430027571847e+22,0.9977461433100244,4.891723280691536e+24,0.4928691278087285,4.923111001171684e+24,0.4896151248429388,4.954558515976079e+24,0.4863549229271946,4.986057948757417e+24,0.4830893386119526,5.017601750109827e+24,0.4798191545532554
18,5.930740262156956e+21,0.9986434848751413,2.0722521843261903e+24,0.5260218275791663,2.0684845294765806e+24,0.526883588601033,2.065022048137637e+24,0.5276755484742023,2.061855245134402e+24,0.5283998789930664,2.0589749331002227e+24,0.5290586815482226
19,8.032859235793057e+21,0.9993387088022652,8.257636398067297e+24,0.320204412420833,8.309654337213983e+24,0.31592212584362833,8.361444046336816e+24,0.3116586279071062,8.413003413351913e+24,0.30741409248490703,8.464330504314697e+24,0.30318867878566236
20,7.470875715618395e+20,0.9950954363530747,1.1624726660882494e+24,-6.631529951330137,1.1462582836531497e+24,-6.525083968722929,1.130347837865359e+24,-6.420633303248683,1.1147342056683314e+24,-6.318131192672928,1.0994104671373045e+24,-6.217532208303343
21,5.141789884404876e+21,0.9990846672429214,2.299206560141597e+24,0.59069912868849,2.3011477109280026e+24,0.5903535683017043,2.303385115385604e+24,0.5899552693363794,2.3059085074619499e+24,0.5895060593378461,2.3087079663825915e+24,0.5890077043856277
22,3.0071762308285935e+22,0.9980408752938931,1.0553111956989246e+25,0.31248251601291255,1.0610016470831436e+25,0.30877528270166354,1.0666563725775024e+25,0.3050913242064214,1.0722755007585033e+25,0.3014305567617587,1.0778591677358234e+25,0.2977928916945114
23,2.8389877271714035e+22,0.9974930837911743,6.965916448472345e+24,0.384887483420027,7.009917119089279e+24,0.38100208464520746,7.053826776760306e+24,0.37712472260218255,7.097640224108359e+24,0.3732558562358316,7.141352527817747e+24,0.36939592117357767
