rodada,Polinomial q=9 - MSE,Polinomial q=9 - R2,MQO tradicional - MSE,MQO tradicional - R2,MQO regularizado lambda=0.25 - MSE,MQO regularizado lambda=0.25 - R2,MQO regularizado lambda=0.5 - MSE,MQO regularizado lambda=0.5 - R2,MQO regularizado lambda=0.75 - MSE,MQO regularizado lambda=0.75 - R2,MQO regularizado lambda=1 - MSE,MQO regularizado lambda=1 - R2
118,9.032796914238277e+21,0.9990572155618646,4.344453698115128e+24,0.5465542536081567,4.3676669355568164e+24,0.5441314072598382,4.3908541233646975e+24,0.5417112798024241,4.4140117853592906e+24,0.5392942340568603,4.437136609076833e+24,0.5368806157565132
119,8.24001103842834e+21,0.9992625528939157,5.737972347039589e+24,0.48647506873693314,5.769511733622823e+24,0.4836524233235947,5.801036839579628e+24,0.48083105596760145,5.832542236185289e+24,0.47801145251749333,5.864022740610657e+24,0.4751940768151681
120,1.5967955079972798e+21,0.9996999705781182,3.1224261221482776e+24,0.4133126630147904,3.1111962420464314e+24,0.41542269803047316,3.1004847349412995e+24,0.4174353335045462,3.0902763766451604e+24,0.41935342998127956,3.0805564257313253e+24,0.421179757296701
121,1.7529489031642284e+21,0.8159015087088419,8.585199582584769e+23,-89.16362586121897,8.475084379854682e+23,-88.0071721474663,8.366922969712464e+23,-86.8712375867291,8.26067066501836e+23,-85.75535286498486,8.156284035583866e+23,-84.65906186898546
122,1.0818673668183002e+22,0.9990090702860667,5.61404663856031e+24,0.48578487528303227,5.642675465399014e+24,0.48316263562042416,5.671324220825665e+24,0.48053857061114613,5.699986877672608e+24,0.47791323230988636,5.728657668521254e+24,0.47528714897977864
123,7.224921283594878e+21,0.9973759000798958,1.8113977871937713e+24,0.34209819012908926,1.7947636079789636e+24,0.34813974361254185,1.778622881058596e+24,0.3540020746414392,1.7629622272518682e+24,0.3596900425500065,1.7477686775963762e+24,0.3652083576806645
124,5.368823910291638e+21,0.9993557001260254,4.385154847936189e+24,0.4737479263440437,4.394574703590975e+24,0.472617471720713,4.4041422123465737e+24,0.4714692975975745,4.413850674798945e+24,0.4703042079542804,4.423693633781917e+24,0.46912297770008826
125,1.3720104717162864e+22,0.9979053414546862,2.542743994478489e+24,0.6117973917562738,2.551311329551225e+24,0.6104894103676024,2.5601085850363836e+24,0.6091463268593369,2.5691264713121604e+24,0.6077695594849164,2.5783560253262607e+24,0.6063604766401706
126,7.976376150917407e+21,0.9989210473426614,2.9949590392245883e+24,0.5948763006092872,3.009147203634442e+24,0.5929570885005393,3.0234740641720654e+24,0.5910191151708073,3.037932327914659e+24,0.5890633671230201,3.052514973800038e+24,0.5870907940859215
127,2.408026805867805e+21,0.999648484454574,3.7620165417152464e+24,0.4508336479726096,3.762205105332236e+24,0.45080612209851545,3.7626982914828483e+24,0.45073412846526084,3.763485882567284e+24,0.45061915860323787,3.764558001016695e+24,0.45046265440627986
128,8.896781367488347e+21,0.9988080769219594,2.9224779383970077e+24,0.6084686409661206,2.938687639021171e+24,0.6062969886051136,2.9550884093543384e+24,0.604099738178214,2.971670827285397e+24,0.6018781519881823,2.988425817533951e+24,0.5996334458720383
129,1.0642135264973382e+22,0.9952378137328468,1.6411762987451966e+24,0.26559970933791943,1.6161135591845056e+24,0.27681488666666376,1.5917374189628953e+24,0.28772282171158103,1.568029621114138e+24,0.2983316841746797,1.544972463542735e+24,0.30864939546214243
130,6.792975946251319e+21,0.9994345192795165,6.639807129738511e+24,0.44726980497149105,6.665349309174715e+24,0.4451435483581032,6.690957681718831e+24,0.44301178150492515,6.716625251774738e+24,0.44087508675977694,6.742345309282082e+24,0.43873402270107775
131,2.1536012673521558e+22,0.997250971213173,3.746335068880453e+24,0.5217878487732165,3.7536361647240584e+24,0.5208558785448496,3.7612829771646356e+24,0.5198797782868636,3.769262583102083e+24,0.5188611976070449,3.777562504157671e+24,0.5178017293453895
132,1.211071820970439e+22,0.9989750533730678,6.639033870309853e+24,0.43812949375617094,6.672584589758391e+24,0.4352900505345151,6.706139049583e+24,0.4324502907597225,6.739690842047976e+24,0.4296107567272197,6.773233842029473e+24,0.4267719668146054
133,5.551943829677144e+21,0.9996442361800263,9.897285789056466e+24,0.365790377621531,9.950270118207982e+24,0.36239518705117146,1.000292073417891e+25,0.35902138053647636,1.0055238869791004e+25,0.355668879079281,1.0107225826823596e+25,0.35233759926267694
134,2.6285207091844455e+21,0.9892043243596532,2.3813578240909775e+24,-8.780545598388986,2.3433529133578946e+24,-8.624454498333701,2.3060847463453658e+24,-8.471389300341647,2.2695358135168505e+24,-8.32127809047414,2.2336891085077154e+24,-8.174051021384816
135,5.020679492730879e+21,0.9973083633229888,1.7943562693565334e+24,0.0380275910426634,1.7728697189395946e+24,0.04954674641763146,1.7519101928095503e+24,0.06078335878177099,1.731464098266149e+24,0.07174471531813953,1.7115182498568576e+24,0.08243788488020454
136,2.12523927758583e+21,0.9996136861396406,2.692428636636853e+24,0.5105856967113876,2.6904916589856977e+24,0.5109377894483041,2.6888852647547507e+24,0.5112297906187893,2.6875987666066287e+24,0.511463642906006,2.68662182843899e+24,0.5116412251476167
137,6.746129332125004e+21,0.9992604580138723,3.945359074065215e+24,0.5674914396131165,3.967725058900835e+24,0.5650395766213607,3.990069252028176e+24,0.5625901025377369,4.012388193599251e+24,0.5601433966468283,4.0346785851809537e+24,0.5576998205381707
138,2.809087299702725e+21,0.9996598864837968,3.6063152923941967e+24,0.5633611761501365,3.6221495717871247e+24,0.5614440223324378,3.638146503542055e+24,0.5595071751905891,3.6542976857253406e+24,0.5575516519984911,3.6705950285437096e+24,0.5555784322372853
139,9.648498004663269e+21,0.9986835936271868,3.418764679081535e+24,0.5335560406898412,3.428781132620453e+24,0.5321894317870621,3.4389192296574496e+24,0.530806226282822,3.4491730284644975e+24,0.5294072348451271,3.459536805603679e+24,0.5279932383592658
140,1.0655846644680697e+22,0.9974478095060172,2.1420446831048844e+24,0.48695713628389514,2.1285526789161126e+24,0.490188617177302,2.1156097465668532e+24,0.4932885894279848,2.103200059337746e+24,0.49626084370636614,2.091308288605326e+24,0.49910905138351536
141,1.7844009881397866e+22,0.9981371758786043,4.986680361508321e+24,0.47941586421156446,5.001912445474594e+24,0.47782571190722856,5.017360891513407e+24,0.4762129724999734,5.033015615161625e+24,0.47457869875659886,5.048866898775367e+24,0.4729239051498354
142,1.4335879593523153e+22,0.9981326642984751,3.3892785788487855e+24,0.55852580573031,3.4012039612887635e+24,0.556972451976239,3.4133413090966565e+24,0.5553914884409605,3.4256813039864035e+24,0.5537841288880336,3.4382149621618917e+24,0.5521515435116628
143,2.1505214666468995e+21,0.9867809507545039,1.4404427984186494e+24,-7.854263760177972,1.4181933991442856e+24,-7.717498836296926,1.3963711303627086e+24,-7.583359442598194,1.3749658812670743e+24,-7.451783428921619,1.3539678309750037e+24,-7.322710427244923
144,2.8395118683807333e+22,0.9979726298037025,8.122280960418836e+24,0.42008094671221496,8.167382635321833e+24,0.41686075268803646,8.21225277681982e+24,0.4136570898123977,8.256890678387634e+24,0.41047000853016813,8.301295750567119e+24,0.40729955092780346
145,8.615176168540993e+21,0.9984912974964063,2.447311815061273e+24,0.5714231038083821,2.4491002146872636e+24,0.57110991659777,2.451173456621269e+24,0.5707468473772226,2.453521684850382e+24,0.5703356221464249,2.4561353746927667e+24,0.5698779088818693
146,7.589976728275253e+21,0.9969281809036173,1.6365672605942144e+24,0.33764769727426236,1.6087880943293644e+24,0.3488904950414887,1.5818157381410358e+24,0.3598067602396522,1.5556284255864125e+24,0.3704053021941427,1.5302050561143643e+24,0.3806946607303413
147,3.53698686106993e+21,0.9963790557686402,1.6028454615081724e+24,-0.6408921648789152,1.5790750128938306e+24,-0.6165574777093679,1.555820423401456e+24,-0.5927508945971016,1.5330689012196837e+24,-0.5694593200918392,1.5108080304239274e+24,-0.5466700435524976
148,9.728122768713325e+21,0.9977595283921233,1.3479321496830044e+24,0.6895594574092296,1.350560394502228e+24,0.6889541496806968,1.3534033011862666e+24,0.6882994034505283,1.3564532022988317e+24,0.6875969845962442,1.3597026907275894e+24,0.6868485990404852
149,6.041399493347046e+21,0.9986152660271277,2.506058916177073e+24,0.42559254307357497,2.4968466995120495e+24,0.4277040520700529,2.4880282639114534e+24,0.42972530349982174,2.4795921719600977e+24,0.43165891890403096,2.471527347315494e+24,0.4335074370632651
150,7.463262632962075e+21,0.9977269938404277,1.7660946554336016e+24,0.4621194204718746,1.751760498561583e+24,0.46648502147839344,1.7379277456345993e+24,0.47069791524257765,1.724582320978237e+24,0.4747623886421932,1.7117105870607083e+24,0.47868259511458766
151,1.7633270614307646e+22,0.9982491958240525,5.008339408910694e+24,0.5027229069706158,5.028471238157274e+24,0.5007240213704722,5.048748920068906e+24,0.4987106540862082,5.069163809497822e+24,0.4966836634929457,5.089707590438231e+24,0.4946438752853607
152,6.821707386593382e+21,0.9987683481733055,2.9036883066658897e+24,0.4757422439307327,2.895842807386244e+24,0.47715874026684013,2.888490556936916e+24,0.47848618106472995,2.881616537169233e+24,0.47972727783476143,2.8752062128689526e+24,0.4808846548940092
153,2.316321573282217e+22,0.9887628656223221,2.0995568182653714e+24,-0.01855469346541394,2.0696867712517403e+24,-0.004063884588470623,2.0405574168204684e+24,0.01006759326222284,2.0121495901054873e+24,0.023849037507966964,1.9844447013159408e+24,0.03728946658472998
154,5.143869989481826e+22,0.9927333481801699,4.2729898223523336e+24,0.39636247937440605,4.2693138723661524e+24,0.39688177416045833,4.2659881989537907e+24,0.3973515860103596,4.263001782156106e+24,0.39777347169374655,4.2603439606973795e+24,0.3981489373096998
155,4.48143230739406e+21,0.9994595001294881,4.4624553059291255e+24,0.4617889215820853,4.4692856126713194e+24,0.4609651269431212,4.476322439704496e+24,0.4601164241536201,4.483557604853565e+24,0.4592438000553488,4.4909832120965193e+24,0.4583482069775138
156,3.755386188008447e+21,0.9937234506653635,2.0532001615353534e+24,-2.4316076862908407,2.0186528397145019e+24,-2.37386716136679,1.9848171700400617e+24,-2.3173160533448707,1.9516758342161657e+24,-2.26192541736217,1.9192120179360524e+24,-2.207667150895902
157,6.43260392872179e+21,0.999283867212647,3.9750984262578906e+24,0.5574578588169823,3.995564674787338e+24,0.5551793800285383,4.0161283616807626e+24,0.5528900535634826,4.0367823974597127e+24,0.5505906686835235,4.0575199707701417e+24,0.5482819836871682
158,4.805292052860761e+21,0.999520913687302,4.7824451813037093e+24,0.5231915141917619,4.8066017296085834e+24,0.5207831128859552,4.8307729107090875e+24,0.518373252694398,4.854953711933523e+24,0.5159624333790975,4.879139337357199e+24,0.5135511330924429
159,1.931105487899329e+22,0.9988711011677158,1.284622224172228e+25,0.2490267684072366,1.291005686936903e+25,0.24529508015606283,1.2973405309868436e+25,0.24159181376513184,1.303627186079763e+25,0.23791671800374492,1.3098660809330192e+25,0.23426954224938168
160,2.6052303843157926e+21,0.9989654927342954,1.2087473535734918e+24,0.5200202150254412,1.1955745990338844e+24,0.5252509655811726,1.1828478066331718e+24,0.5303046296589888,1.1705545364062013e+24,0.5351861470271397,1.158682734568198e+24,0.5399003041060524
161,7.867163359078043e+21,0.9990770172454825,4.4637657934695235e+24,0.47630694069376767,4.471690626973179e+24,0.475377192025481,4.479826745596145e+24,0.4744226551949928,4.488165602933385e+24,0.47344433287430887,4.496698953111224e+24,0.47244319247682154
162,1.04705090894832e+22,0.9862297457756152,1.72321533203767e+24,-1.2662807512721952,1.6946044041256098e+24,-1.2286531872657482,1.6665998947013753e+24,-1.191823152459874,1.6391868913517154e+24,-1.1557710348452792,1.6123509179968217e+24,-1.120477796255107
163,1.895246475885022e+22,0.9981338100153836,4.7810450126091124e+24,0.5292254367936449,4.805318445236452e+24,0.526835307729284,4.829588809920645e+24,0.5244454807556984,4.853851663765754e+24,0.5220563933509685,4.878102761925658e+24,0.5196684634918283
164,6.410194581069309e+21,0.9976571883582988,2.4124783503548255e+24,0.11828224664895448,2.387638742356098e+24,0.12736067976962373,2.3634390634646187e+24,0.1362052302298894,2.3398625749261014e+24,0.144822015745511,2.316893042853624e+24,0.15321696951224262
165,4.998837153082375e+22,0.9961489974131935,8.17014704258372e+24,0.37058847023695307,8.218155355834075e+24,0.3668900073174053,8.265974721441928e+24,0.3632061005403715,8.313602465116374e+24,0.3595369559277899,8.361036101074345e+24,0.355882764979338
166,1.4604776309917772e+22,0.9962769467271554,1.5356236725770518e+24,0.6085384247779746,1.5287356254483262e+24,0.6102943274951353,1.52225816790651e+24,0.6119455626108964,1.51617886547188e+24,0.6134952999259755,1.5104856827029184e+24,0.6149466075181699
167,9.716912312467132e+21,0.9970635442917759,2.06756230539442e+24,0.3751816483930993,2.0450632429719246e+24,0.3819808761884824,2.0232728642651985e+24,0.38856593941434225,2.0021716940429752e+24,0.39494272349520265,1.981740857760022e+24,0.4011169323279711
168,3.2502320665459614e+21,0.9997126359094105,5.617906307336668e+24,0.5033017630828409,5.647188412844563e+24,0.500712832370344,5.676395204710531e+24,0.49813056039352466,5.705523716993355e+24,0.49555520938135067,5.734571143099203e+24,0.49298702747434475
169,4.6354239024617997e+21,0.9994491116460018,4.1169966571078766e+24,0.5107231701839545,4.130755819626247e+24,0.5090879880406101,4.144590738846893e+24,0.5074438027325283,4.158496305990331e+24,0.505791221403129,4.1724676106451993e+24,0.5041308276211408
170,2.837769832261244e+21,0.9996502290545568,3.7175141378114576e+24,0.5417956664778261,3.729702961455183e+24,0.5402933260408962,3.742067506663365e+24,0.5387693269419298,3.754599617300505e+24,0.5372246744700774,3.767291433637028e+24,0.5356603373808078
171,3.9561328926794066e+21,0.9937966447051794,1.4371952211834197e+24,-1.2535725737415317,1.4113935018680838e+24,-1.2131145718310195,1.3861452727415046e+24,-1.1735244619722147,1.3614368645150766e+24,-1.134780810240588,1.3372550087401967e+24,-1.0968628112428118
172,2.661807143455859e+21,0.9996371528272208,3.6665323172399863e+24,0.5001926084370613,3.6705283773044936e+24,0.49964788110765,3.674809820377705e+24,0.49906425147905364,3.6793663589666415e+24,0.49844312190220974,3.684188055832751e+24,0.4977858469827372
173,8.437137164945283e+21,0.9980023210203085,2.637778155233843e+24,0.3754476345728438,2.6259097347873584e+24,0.37825774582083804,2.61448043287668e+24,0.3809638860355985,2.603477794040709e+24,0.38356900432324215,2.592889752220183e+24,0.38607595759038116
174,9.297818982620408e+21,0.9988951957177972,4.436386558150561e+24,0.4728506893806368,4.444461240763154e+24,0.471891223085961,4.4527200414493346e+24,0.47090987914056814,4.461155293826892e+24,0.4699075684948558,4.4697596031033647e+24,0.46888516982783357
175,1.9352723016374587e+21,0.9946052998577072,1.3626979616592665e+24,-2.798611121259433,1.3405757774244366e+24,-2.7369440626555934,1.3188990022152123e+24,-2.676518611308665,1.297656890425621e+24,-2.6173048131279395,1.2768390077392503e+24,-2.5592735817630428
176,2.1070674032704797e+21,0.9977320494955219,1.6564193427520023e+24,-0.782893645543016,1.6315455349328197e+24,-0.7561206220961878,1.6072069483704898e+24,-0.7299236862095406,1.5833903506715403e+24,-0.7042885951429492,1.560082897685156e+24,-0.6792015240428391
177,1.2924005620366354e+22,0.9980111171713675,3.4954690971900203e+24,0.46208020410782535,3.4902648520493727e+24,0.462881088454387,3.4856834769158916e+24,0.4635861189690865,3.481705126331978e+24,0.4641983496810693,3.4783106037177233e+24,0.46472073476331155
178,7.021327821503436e+21,0.999166092076502,4.0150101312149935e+24,0.5231459281688919,4.028757443643609e+24,0.5215131895968637,4.042706299728805e+24,0.5198565141205307,4.0568473883651005e+24,0.5181770075997585,4.0711717364786046e+24,0.5164757357471308
179,1.4709705384544732e+22,0.9980768424163861,3.4745421801373945e+24,0.5457358275619448,3.4842346025696403e+24,0.5444686332016997,3.4941807778650314e+24,0.5431682630075159,3.5043704090961606e+24,0.5418360632071743,3.5147935617230723e+24,0.5404733326496559
180,1.7339911995156827e+22,0.9960841159361138,2.2593072424639861e+24,0.4897791160267426,2.2454769808741127e+24,0.49290241336379315,2.2322472824444893e+24,0.4958900851158212,2.2196006626529386e+24,0.4987460798243061,2.2075201894777743e+24,0.501474221259167
181,5.85803083575175e+21,0.9986735258764416,2.2640858613778163e+24,0.487327500855243,2.2619272506170457e+24,0.4878162899035221,2.2600038692871284e+24,0.48825181433748377,2.2583082588488224e+24,0.4886357630453535,2.2568332042106972e+24,0.48896976978979845
182,6.797551518604367e+21,0.9993320207131189,5.263967345233847e+24,0.48272239734980493,5.290126301422323e+24,0.48015181868592727,5.316392827375178e+24,0.4775706693960967,5.342758428945692e+24,0.47497978417999176,5.369214948615476e+24,0.47237996465762244
183,1.9764595787317306e+21,0.9935140684316321,2.0882306237390955e+24,-5.852718401270336,2.0568266180588477e+24,-5.7496633051750115,2.0260272529685402e+24,-5.6485923920764,1.9958181985147474e+24,-5.549458636931188,1.9661855359207714e+24,-5.452216364009831
184,1.4580993382189822e+22,0.9980000195856155,3.659622610027086e+24,0.49803327165397016,3.6625480224406355e+24,0.4976320117824552,3.6658732637845153e+24,0.49717590996644423,3.6695844215947284e+24,0.4966668744885061,3.673668051936636e+24,0.4961067493660726
185,5.766816375199521e+21,0.9994391689075954,4.453189573506986e+24,0.5669209819242833,4.4898135281610475e+24,0.5633592502580657,4.526284252020842e+24,0.5598124205044713,4.5626000087626865e+24,0.5562806615234477,4.598759195770614e+24,0.552764129171676
186,2.6005557350531717e+21,0.9974833749003468,1.973577670881873e+24,-0.9098821977583762,1.942221049680555e+24,-0.8795375837622672,1.9115431226304872e+24,-0.8498497596641796,1.8815270755963833e+24,-0.8208024539901662,1.852156588293828e+24,-0.7923798731785514
187,3.4201757794985826e+21,0.9258296754082648,1.462206427047479e+24,-30.709576438826392,1.4419197273812915e+24,-30.269636740944325,1.4220033009709542e+24,-29.837726831396143,1.4024485699799754e+24,-29.41366069023494,1.3832471996118064e+24,-28.997257568105937
188,2.2937164828010506e+21,0.9722067354189898,1.885202606145652e+24,-21.84324815830373,1.8604078032089505e+24,-21.54280626697974,1.836059387939514e+24,-21.247773313785213,1.8121470824941463e+24,-20.958024760741104,1.788660899225038e+24,-20.67343958620406
189,1.6401881988283318e+22,0.9982014487050885,4.2236667718017827e+24,0.536853066792878,4.2426100719594467e+24,0.5347758358353085,4.2616155953891967e+24,0.5326917817737402,4.280677714896959e+24,0.5306015216591429,4.2997910296458013e+24,0.5285056477212534
190,6.772377828640707e+20,0.9816921190431345,1.1291821563826124e+24,-29.525367929477806,1.1145366191793824e+24,-29.12945270080856,1.1001532912171413e+24,-28.740625817903954,1.0860261504343451e+24,-28.358724485378588,1.0721493445586331e+24,-27.983590497786142
191,3.393816820438086e+21,0.9938553911956435,1.635897963818354e+24,-1.9618431292380958,1.607979431440898e+24,-1.9112957753508333,1.5806418698917752e+24,-1.8618002868575276,1.5538710877112031e+24,-1.8133309696876574,1.527653307244532e+24,-1.7658628789775057
192,4.956188037151194e+21,0.998333308448951,1.320498535705641e+24,0.555936188026817,1.3145736309648347e+24,0.5579286444465996,1.308930520789067e+24,0.5598263375892104,1.3035608954329905e+24,0.5616320618971233,1.2984567090790186e+24,0.5633485230578736
193,1.4118937249648833e+21,0.9997492714958979,2.8434106213738215e+24,0.4950582476291565,2.840999217645956e+24,0.4954864722460547,2.838914210539335e+24,0.49585673432997923,2.837145141505254e+24,0.4961708911427234,2.8356818946405826e+24,0.49643073909800794
194,3.0478057321152564e+21,0.9994346443121536,3.205886338919785e+24,0.4053209962829485,3.1953775611517033e+24,0.4072703322333653,3.1853551587005727e+24,0.409129447521432,3.175804841896974e+24,0.41090099282327197,3.1667127742647445e+24,0.41258753474948506
195,1.4187270431732612e+22,0.992205540118721,1.4800503533420833e+24,0.18686309978311155,1.4568427302176253e+24,0.199613324588782,1.4342397153841377e+24,0.21203137872846467,1.4122254451126257e+24,0.22412597770524467,1.3907845348412262e+24,0.23590557376867982
196,6.615373884290913e+21,0.9975557744047973,2.6006557590695555e+24,0.03911865273045334,2.573056066727501e+24,0.049316092152942304,2.5461462461160983e+24,0.05925864014057647,2.519908405956377e+24,0.0689529071015893,2.4943251924204743e+24,0.07840530486862707
197,5.969174299282654e+21,0.9920584109442195,1.9698702220120823e+24,-1.6207812022374553,1.931685109281196e+24,-1.5699784516135056,1.8943305290102546e+24,-1.5202806691415427,1.857785870432171e+24,-1.4716604335679526,1.8220311286647963e+24,-1.4240911297286996
198,1.0865064774563164e+22,0.9950401913739055,2.0035590198977339e+24,0.08539253875017516,1.9730260539667493e+24,0.09933057510310006,1.9432807422550025e+24,0.1129090540790546,1.9143024742986115e+24,0.1261373841775434,1.8860712613860275e+24,0.1390246900734784
199,4.850119456540811e+21,0.9878424369659284,2.2337305902272753e+24,-4.599185895349175,2.1978025583294175e+24,-4.509126811979737,2.162586378879659e+24,-4.420852095178231,2.1280649854387267e+24,-4.3343189653156005,2.094221804319744e+24,-4.24948587792171
200,5.013611726673987e+21,0.9981940272142055,1.59531491010596e+24,0.4253453459318838,1.5825969493416903e+24,0.4299265325660373,1.5702935591445347e+24,0.4343583851067635,1.5583932636768868e+24,0.43864503731063176,1.5468849421769404e+24,0.4427904950309618
201,4.3184976910106283e+21,0.9995980630829023,5.625734148630499e+24,0.47639424589289014,5.649109065065618e+24,0.4742186648178084,5.672583509932731e+24,0.4720338203011363,5.696149779213561e+24,0.46984042938143133,5.719800473477178e+24,0.4676391807482957
202,7.468364584778775e+21,0.9990813024107535,4.653814771972293e+24,0.42752548255020906,4.653544280887702e+24,0.4275587561678137,4.6536626440176813e+24,0.4275441960963371,4.654156914203369e+24,0.4274833949901681,4.655014574096686e+24,0.427377892631862
203,6.168907181278518e+21,0.9989070602929545,3.159814797507309e+24,0.4401784696021327,3.1520549786621986e+24,0.44155326969007047,3.144738052378391e+24,0.4428496029034097,3.1378506676674647e+24,0.4440698346246964,3.131379901235706e+24,0.44521625446219193
204,1.1506190904281767e+22,0.9984416427502342,2.922585986562614e+24,0.6041754305910938,2.936039580481992e+24,0.6023533240578304,2.9497035342708533e+24,0.6005027271379222,2.963568297135409e+24,0.5986249333566436,2.977624663671422e+24,0.5967211894609457
205,2.5494869413979258e+22,0.9979793191272393,7.152191788493536e+24,0.43312919510774495,7.195953839842072e+24,0.4296606878297954,7.239556136190633e+24,0.4262048424669761,7.282995822612613e+24,0.42276188529601333,7.326270229883106e+24,0.41933202787522594
206,3.40482424673513e+21,0.9964714782776205,1.2390126468126637e+24,-0.28402605296693917,1.2187686416694414e+24,-0.2630465818637482,1.1989869077328831e+24,-0.24254617630877462,1.1796557840550938e+24,-0.2225127517111638,1.1607639553013511e+24,-0.20293458164938305
207,1.4475446243023984e+21,0.9984480257537164,1.5633375767359968e+24,-0.6761208025009224,1.540236948613083e+24,-0.6513536351764513,1.5176369224110567e+24,-0.6271231844932594,1.495525090873949e+24,-0.6034161481037665,1.4738894112395095e+24,-0.5802196144496317
208,5.135082913485758e+21,0.9991169276649527,2.0922982921615214e+24,0.6401906708025927,2.100967368047797e+24,0.6386998631146603,2.1097814030356708e+24,0.6371841270322909,2.118733928361558e+24,0.6356445749788393,2.1278187082753508e+24,0.6340822793066907
209,2.4371551879748675e+21,0.9995681487974177,3.2605652842555056e+24,0.42224481803568137,3.247285732643501e+24,0.42459788539950505,3.234635476773533e+24,0.4268394448362509,3.2225959685843644e+24,0.42897278296574093,3.2111492490106587e+24,0.43100108204079257
210,8.533243283086177e+21,0.9989945645702523,4.208535252842863e+24,0.5041263549888848,4.222584785945173e+24,0.5024709588066998,4.23668695667778e+24,0.5008093605584677,4.2508373746626906e+24,0.499142077543583,4.265031824612406e+24,0.4974696064312788
211,2.609685315816491e+21,0.9761461298525819,2.1437731010115508e+24,-18.59519213566873,2.114607551194763e+24,-18.32860396356567,2.0859741450106853e+24,-18.066879858803418,2.0578605566101977e+24,-17.80990715676199,2.0302548093477454e+24,-17.557576384722164
212,9.021632533393427e+21,0.998904467857316,4.448585078736189e+24,0.4597909053400012,4.4516757043876054e+24,0.459415598572673,4.4551235980810685e+24,0.4589969073489101,4.458916239051717e+24,0.45853635211418664,4.463041529145855e+24,0.4580354019946494
213,5.797573675983316e+21,0.9986650773073786,2.2643373796810317e+24,0.478624072617,2.2603495578532196e+24,0.47954229015930216,2.2566404082186113e+24,0.4803963419220385,2.25320136266173e+24,0.48118820076013435,2.2500241296025178e+24,0.4819197758547398
214,8.984553317025778e+21,0.999223047547255,6.096843794911252e+24,0.47276647226493973,6.133652083133517e+24,0.46958342144354404,6.170385718510737e+24,0.4664068263366413,6.207040303660422e+24,0.46323706721434543,6.243611663745627e+24,0.4600745051018168
215,1.8593065771152046e+21,0.9910769963276902,1.655856382312238e+24,-6.9466252430054,1.629149113985394e+24,-6.818454312890402,1.602962314202402e+24,-6.69278116489766,1.5772835870267906e+24,-6.569546309651932,1.5521008931561083e+24,-6.448691969301354
216,1.550176329828363e+22,0.9959691794471498,1.6163049956564982e+24,0.5797229469444944,1.6073210491834064e+24,0.5820589828774811,1.598792513902216e+24,0.5842766012629287,1.5907058496079493e+24,0.586379322870408,1.583047947540074e+24,0.588370556283856
217,1.733720107816101e+22,0.9984823497331845,5.747623489665205e+24,0.49686905727630815,5.783570924375404e+24,0.4937223190206166,5.819411334524002e+24,0.49058494939679,5.855141565986508e+24,0.48745722450809625,5.890758644071068e+24,0.4843394047507704
218,5.572097915161752e+21,0.9190105791289744,1.3481670923240167e+24,-18.595361335556678,1.3307689567745287e+24,-18.342482627421532,1.313683404910756e+24,-18.0941472658078,1.29690324631061e+24,-17.850250739249663,1.2804214934668762e+24,-17.610691485611778
219,4.853245165769118e+21,0.9995669757676877,5.670970271863072e+24,0.49401535167444177,5.697283395519433e+24,0.49166759882416333,5.723596164292816e+24,0.48931987763783846,5.749903662648057e+24,0.4869726266974401,5.776201193042798e+24,0.4846262651348283
220,5.021572304233528e+21,0.9990730671971685,3.4671199177065375e+24,0.3600038019241335,3.4511709797601753e+24,0.3629478188290267,3.435840913993937e+24,0.3657775980231467,3.421112020633246e+24,0.36849640671060135,3.4069671551630965e+24,0.37110740960004807
221,9.350929142847106e+20,0.9947051181667484,1.7803680484420385e+24,-9.081178343018756,1.7529386251568994e+24,-8.92586163295669,1.726033739954896e+24,-8.7735150739083,1.6996409961022382e+24,-8.624068470452858,1.6737483520272578e+24,-8.47745363824409
222,1.5710536588600455e+24,0.9037293010454854,1.6959542548236248e+25,-0.03924331664917391,1.7031411133774535e+25,-0.04364726486801662,1.7102698523054787e+25,-0.048015598663586845,1.7173410684981842e+25,-0.05234868379719182,1.7243553539170613e+25,-0.05664688300976195
223,2.423725217490494e+21,0.9996449449879827,4.0246617016614446e+24,0.410421487329951,4.019643526071277e+24,0.4111566071288516,4.015041133559658e+24,0.4118308182633188,4.010841565897328e+24,0.41244601900309563,4.0070322851828213e+24,0.4130040460434987
224,1.8798133869774427e+22,0.9941124913920519,1.416964676271783e+24,0.5562117076885911,1.4079674298826421e+24,0.559029613228091,1.399354057913853e+24,0.5617272906657031,1.3911134138336046e+24,0.5643082310555101,1.383234702959665e+24,0.5667758152535585
225,5.659182340397654e+21,0.999330049777934,4.529614486312751e+24,0.4637712573217938,4.534488106155612e+24,0.46319430423924646,4.539648324508472e+24,0.46258342280382625,4.5450846489171823e+24,0.4619398551423216,4.550786945815933e+24,0.4612648008952914
226,1.0825866424249802e+22,0.9984938854409515,2.645500907988226e+24,0.6319530209081432,2.661067460000656e+24,0.6297873734023149,2.6768052319026505e+24,0.6275979054687846,2.6927055855176915e+24,0.6253858188666452,2.708760202107003e+24,0.6231522709142208
227,9.959188290841835e+21,0.9990072332505943,5.103457151186931e+24,0.4912695273193609,5.131218538231395e+24,0.488502175084393,5.159088680730704e+24,0.48572398172500464,5.187058744834025e+24,0.4829358278303685,5.215120247935731e+24,0.48013855897630553
